"sku","price","product_name_ar","product_name","is_pareto"
2428,21.00,كومبيبرس 20/12.5 مجم 30 قرص,COMBIPRESS 20/12.5 MG 30 TAB
3360,265.00,زيلويال مونو قطرة للعين 20 فيال * 0.5 مل,XILOIAL MONO EYE DROPS 20 VIALS * 0.5 ML	
2429,33.00,الليربان شراب 1مجم/5مل 100 مل,ALLERBAN 1MG/5ML SYRUP 100 ML	
3361,30.00,دياميدزين 30 ام ار 30 قرص,DIAMEDIZEN MR 30 MG 30 TAB
2430,48.00,فيناكسان 500 مجم 5 اقراص,VENAXAN 500 MG 5 TAB
3362,9.00,بارامول 125مجم 5 لبوس للاطفال,PARAMOL 125MG 5 PAEDIATRIC SUPP
2432,83.00,فلافيسيف 100 مجم شراب,FLAVICEF 100 MG/5 ML SUSP. 6O ML
2433,19.20,هالوبيريدول ريتارد 50 مجم 1 امبول,HALOPERIDOL RETARD 50MG/ML I.M.AMP
3365,69.00,لابيبريس 100 مجم 30 قرص, LABIPRESS 100 MG 30 FC TAB
2434,90.00,كالسي-ماش 30 قرص,CALCI-MASH 30 TAB
3367,93.00,ستاتيوريك 40 مجم 30 قرص,STATURIC 40 MG 30 TAB
2436,28.00,ايفاستين 5مجم/5مل شراب 100 مل,EVASTINE 5MG/5ML SYRUP 100 ML	
2437,59.00,فانجيباسيد 28 % محلول للأظافر 5 مل,FUNGIBACID 28%NAIL SOLN. 5 ML
3369,96.00,دينستين 30 كبسولة,DENSITIN 30 CAP
2438,235.00,زيلويال قطرة عين 10 مل,XILOIAL EYE DROPS 10 ML
3370,105.00,ريباتوكسابان 10 مجم 10 قرص,REPATOXABAN 10 MG 10 TAB
2439,380.00,ابتاميل 2 ادفانس لبن 400 جرام بريميم,APTAMIL 2 MILK 400 GM
3371,60.00,مستر بير فروتا عصير مانجو 160 مل,MR. BEAR FRUTA JUICE MANGO 160 ML	
2440,962.00,هيومان ألبومين 20% فيال 50 مل ,HUMAN ALBUMIN TAKEDA 20% I.V. INF. VIAL 50 ML	
3373,102.00,الكابريس بلس 10/160 مجم 20 قرص,ALKAPRESS PLUS 10MG/160 MG 20 F.C TAB
2442,294.00,زيروفازيت 20/10 مجم 30 قرص,ZYROVAZET 10MG/20 MG 30 TAB
3374,21.00,ابيروفاستين 10مجم 7 قرص,EPIROVASTIN 10 MG 7 TAB 
2444,126.00,نيوترشن فور يور هير 60 قرص,NUTRITION FOR YOUR HAIR 60 TAB
3376,35.64,ميفوكسين 500 مجم 10 قرص,MIFOXIN 500 MG 10 TAB
2445,295.00,الفاكلينداميسين 600 مجم 5 أمبولات 4 مل,ALFACLINDAMYCIN 600MG/4ML 5 AMP. I.V./I.M
28,81.00,باي-الكوفان 150 مجم 30 قرص,BI-ALCOFAN 150 MG 30 TAB
3282,60.00,ترايتون 50مجم/5مل 5 امبول,TRITONE 50MG/5ML I.V./I.M. 5 AMP
3434,87.00,مارفيتنس 20/5/12.5 مجم 30 قرص,MARVITENSE 20/5/12.5 MG 30 TAB
2626,44.00,نوفونورم 2 مجم 30 اقراص,NOVONORM 2 MG 30 TAB
2446,57.00,فيلوزاك 20 مجم 30 كبسولة,PHILOZAC 20 MG 30 CAP
3378,51.00,ديرموفكس 2% كريم 15 جم,DERMOFIX 2% CREAM 15 GM	
3379,38.00,بيبو-اوتيك نقط للاذن 15 ملل,PEOPO-OTIC EAR DROPS 15 ML
2448,88.25, الفاجان بي 0.15 % قطرة عين 5 مل,ALPHAGAN P EYE DROPS 5 ML	
3380,112.50,املوفيران 5/5 مجم 30 قرص ,AMLOVERAN 5/5MG 30 TAB
2449,300.00,اميوران 50 مجم 100 قرص,IMURAN 50MG 100TAB
3381,37.00,يوريبان 0.1% شراب 120 مل,URIPAN 0.1% SYRUP 120 GM	
2450,87.00,دولسيل 6 مجم 30 قرص,DOLCYL 6 MG 30 TAB
3382,80.00,كوريجا كريم 20 جم,COREGA SUPER TASTE DENTURE ADHESIVE CREAM 20GM 
3383,22.00,كارفيبريس 12.5 مجم 20 قرص,CARVIPRESS 12.5 MG 20 TAB
3384,201.00,كوفابريندو 10/10 مجم 30 قرص,COVAPRENDO 10/10 MG 30 TAB
2453,160.00,داونستيرولين 10/40 مجم 28 قرص,DOWNSTEROLIN 10MG/40 MG 28 F.C. TAB
3385,81.00,سليب ايز 3 مجم 30 قرص,SLEEPEZ 3 MG 30 F.C TABS
2454,38.00,فاستم 2.5 % جيل 60 جم,FASTUM 2.5% GEL 60 GM
3387,23.50,بوسبار 15 مجم 10 قرص,BUSPAR 15 MG 10 TAB
2456,370.00,اوميجادوكس شراب 200 مل,OMEGADDOX LIQUID 200 ML
3388,4000.00,اوزمبك 1مجم اقلام معبأة للحقن,OZEMPIC 1 MG PRE-FILLED PEN	
2457,45.00,سليمارين بلس 140 مجم 10 كيس,SILYMARIN PLUS 10 SACHETS
2458,72.00,امينوليبان محلول وريدى 500 مل,AMINOLEBAN I.V. INFUSION 500 ML
3392,30.00,ميوفاست كريم 50 جم,MYO FAST CREAM 50 GM
2461,273.00,اكتوس 15مجم 30اقراص,ACTOS 15 MG 30 TAB
3393,48.00,سيبروميجا 500 مجم 10 قرص,CIPROMEGA ER 500 MG 10 TAB
2462,234.00,بروسكار 5 مجم 28 قرص,Proscar 5mg 28 TAB
3394,475.00,بيبتامين ايه سي اي لبن 430 جم,PEPTAMEN ACE 430 GM
2464,360.00,جاستن بلو شامبو 175 مللى,JUSTIN BLUE SHAMPOO 175 ML
3396,58.50,نوفاكتام 375 مجم 12 قرص,NOVACTAM 375 MG 12 TAB
2465,70.10,بديالايت محلول جفاف 200 مل,PEDIALYTE ORAL REHYDRATION  SOLUTION DRINK 200 MLTETRAPACK
3397,75.00,ليفيال 2.5 مجم 28 قرص,LIVIAL 2.5 MG 28 TAB
2466,30.00,سيليبورج 200 مجم 10 كبسول,CELEBORG 200 MG 10 CAP
2467,12.50,مونيكيور ان اتش 6 اقماع مهبلية,MONICURE NH 6 VAGINAL SUPP.
3399,54.00,ازى وانس 250 مجم 6 كبسولة,AZI-ONCE 250 MG 6 CAP
50,50.00,كونجستال 20 قرص,CONGESTAL 20 TAB
53,86.00,زيثرون 500 مجم 5 قرص,XITHRONE 500 MG 5 TAB
60,254.00,ريفاروسبير 10 مجم 20 قرص,RIVAROSPIRE 10 MG 20 TAB
2654,27.00,كوديلار شراب 120 مللي,CODILAR SYRUP 120 ML
3594,111.00,فليكسوتايد بخاخ 50مكجم/جرعه,FLIXOTIDE EVOHALER 50MCG/ACTUATION INHALER	
2468,72.00,نوزيلكس 50مجم/2مل 3 امبول,NAUSILEX 50 MG/2 ML I.V/I.M 3 AMP
3400,39.00,كابيلا شراب 125 مل,CABELLA 21.3MG/10ML SYRUP 125 ML	
3401,76.00,ليمتلس سى زنك بلس 20 قرص,LIMITLESS C-ZINC PLUS 20 TAB
2470,21.00,وينديبين 5 مجم 30 قرص,WINDIPINE 5 MG 30 TAB
2471,141.00,استيروماب 20 مجم 30 قرص,ESTERO-MAP 20 MG 30 TAB
3403,76.50,افيروفاج 15 مجم/ 850 مجم 30 قرص,AVEROFAGE 15/850MG 30 FC TAB
3404,15.00, سيفايوز 500 مجم فيال,CEFAUSE 500 MG VIAL 
2473,34.50,اليكاسال 30 جرام مرهم,ELICASAL TOPICAL OINT. 30 GM
3405,46.50,فلاموتال 400 مجم 30 قرص,FLAMOTAL 400 MG 30 TAB
2474,160.00,بيتاسيرك 8 مجم 100 قرص ,BETASERC 8 MG 100 TAB
3407,16.50,سيفترياكسون 0.25 مجم حقن عضل,CEFTRIAXONE V.IM DRY 250 MG 1 2 ML
3408,99.00,ميبيفاك 200مجم اس ار 30 قرص,MEBEFAC 200 MG SR 30 TAB
2477,46.00,موكسين 15مجم 20 قرص,MOXEN 15 MG 20 TAB
3409,62.00,ازروليد 200 مجم/5مل شراب معلق 30 مل ,AZROLID 200MG/5ML SUSP. 30ML	
2478,127.00,مينوكسيديل فورت 5% جل 60 جم,MINOXIDIL FORTE 5% GEL 60 GM	
3411,130.00,سيريلاك قمح مع لبن 500 جرام,CERELAC IRON WHEAT WITH MILK 500 MG
2480,269.00,بيبانثين لوشن 200 مل,BEPANTHEN LOTION 200 ML
3412,75.00,سليمر سويتنير 50 كيس ,SLIMMER SWEETENER 50 SACHETS	
2481,260.00,اندوريفابان 20 مجم 20 قرص,ANDORIVABAN 20 MG 20 TAB
3413,117.00,ترانكس 500 مجم 30 قرص,TRANEX 500 MG 30 TAB
2482,60.00,ابيكسيدون 1مجم/مل شراب 100 مل,APEXIDONE 1 MG/ML SYRUP 100 ML	
3414,36.00,ايموكسكلاف 156مجم/5 مل شراب معلق 60 مل,E-MOXCLAV 156MG/5ML SUSP. 60ML	
2483,30.50,كلافيموكس 1 جم 8 قرص,CLAVIMOX 1 G 8 TAB
3415,25.00,هيرو بيبي يوسفي والموز والكمثرى 125 جم,HERO BABY MANDARIN AND BANANA WITH PEAR JAR 125 GM
2484,192.00,ايزوتريتينوين 10 مجم 10 كبسول,ISOTRETINOIN 10MG 10 SOFT GELATIN CAP
3416,152.00,بلوبريس 16 مجم 28اقراص,BLOPRESS 16 MG 28 TAB
2485,10.50,كيتوفان حقن 100 مجم/2مل 3 امبولات حقن عضلى,KETOFAN 100 MG/2 ML I.M 3 AMP.
2487,58.50,كونترولبسي 50 مجم 30 قرص,CONTROLEPSY 50 MG 30 TAB
3419,166.00,انجيوبرادين 5 مجم 30 قرص,ANGIOBRADINE 5 MG 30 TAB
2488,62.00,جاتيستار 0.5% قطرة عين 5 مل,GATISTAR 0.5% EYE DROPS 5 ML	
3420,156.00,البوستيكس دي 16/12.5 مجم 30 قرص,ALBUSTIX D 16/12.5MG 30 TAB
37,124.00,جينيرا 21 قرص,GYNERA 21 TAB
2143,38.00,انتي فلو  20 كبسولة,ANTIFLU  20 CAPSULE
3283,240.00,ليمتلس مان ماكس 30 قرص,LIMITLESS MAN MAX 30 TAB
2352,49.00,نيل 15 مللى لوسيون,NAIL 15 LOTION 15 ML
2547,26.00,ميوكوسول 375 مجم 20 كبسولة,MUCOSOL 375 MG 20 CAP
2825,15.00,ديرماتين 1 % كريم 14 جم,DERMATIN 1% TOP. CREAM 14 GM
2490,384.00,جرانيتريل 1 مجم / مل 6 امبول وريد,GRANITRYL 1MG/ML 6 I.V. AMP
2491,52.50,بيراكتام 1.5 جم فيال,PERACTAM 1.5 G VIAL	
3423,135.00,شاركيلاج 30 كبسولة,SHARKILAGE 30 CAP
2492,22.00,ابيلات ريتارد 20 مجم 20 قرص ممتد المفعول,EPILAT  RETARD 20 MG SR 20 TAB
3424,62.00,سيربروفورت 20% شراب 120 مل,CEREBROFORTE 20% SYRUP 120 ML	
3425,27.00,بى فريش اخضر نعناع  250 مللى,B-FRESH MINT MOUTH WASH 250ML (GREEN)
2495,80.00,ليمتلس زنك 25 مجم 30 قرص,LIMITLESS ZINC 25 MG 30 TAB
3427,55.00,جانفير جل للعين 10 جم,GANVIR 0.15% EYE GEL 10 GM	
2496,200.00,اوسلتاميفير 75 مجم 10 كبسول,OSELTAMIVIR 75 MG 10 CAP
3428,60.00,الفاسيف 750 مجم 5 قرص,ALFACEF 750 MG 5 TAB
3430,29.00,فاروريكتا 20 مجم 4 قرص,FARORECTA 20 MG 4 TAB
2499,67.50,كيدمين محلول وريدي 250 مل,KIDMIN I.V. INF. 250 ML	
2500,20.00,ابيفيناك قطرة للعين للالتهابات | 5 مل,EPIFENAC 0.1% EYE DROPS 5 ML
3432,37.00,كوكاست 4 مجم 7 قرص,KOKAST 4 MG 7 TAB
2501,377.00,فيزيكير 5 مجم 30 قرص,VESICARE 5 MG 30 TAB
2502,35.00,سي-ايبكس 1000 مجم 10 قرص,C-APEX 1000 MG 10 TAB
2503,8.50,باراسيتامول-العامرية- 120مجم/5مل شراب معلق 120 مل,PARACETAMOL-AMRIYA 120MG/5ML SUSP. 120 ML
3435,33.00,رسبادكس 1مجم/مل شراب 100 مل,RISPADEX 1MG/ML SYRUP 100 ML	
2504,196.00,انسولاتارد 100 وحدة دولية 5 خرطوش 3 مل,INSULATARD HM 100I.U./ML 5*3ML PENFILLS
3436,46.00,ديودوميز 40\\1100 مجم 10 كبسول,DUDOMEZ 40/1100MG 10 CAP
2505,129.00,ريسكيور 4 مجم 20 قرص,RISCURE 4 MG 20 TAB
3437,70.00,مستر بيير بلس شراب شيكولاته 160 مل,MR. BEAR PLUS CHOCOLATE SYRUP 160 ML
3438,154.50,امباجليماكس 10 مجم 30 قرص,EMPAGLIMAX 10 MG 30 F.C TAB
2507,36.00,سيدولوت نور 5مجم  20 قرص,CIDOLUT NOR 5 MG 20 TAB
3439,150.00,اومنيسف 125 مجم 40 مل,OMNICEF 125 MG/5 ML SUSP. 40 ML
3440,120.00,تريباتينس 40/5/12.5 مجم 30 قرص,TRIBATENS 40/5/12.5 MG 30 F.C TAB
73,192.00,تافانيك 500 محم 5 قرص,TAVANIC 500 MG 5 TAB
2550,26.00,فلادازول 500 مجم 4 اقراص,FLADAZOLE 500 MG 4 TAB
2558,38.00, ايموكس 250مجم/5مل شراب معلق 80 مل,E-MOX 250MG/5ML SUSP. 80 ML	
2509,160.00,زيبريكسا 5 مجم 14 قرص,ZYPREXA 5 MG 14 TAB
3441,40.50,ديابينور 3 مجم 30 قرص,DIABENOR 3 MG 30 TAB
2510,47.50,ازجوفانس 40 مجم 7 كبسولات,AZGOVANC 40 MG 7 CAP
3442,52.00,ميديكسافلام 15 مجم 12 لبوسة,MEDEXAFLAM 15 MG 12 SUPP.
3443,165.00,فيترو هيل 50 مل انبوبة,VITROHEAL GEL 50 ML
3444,88.00,بلوبرس بلس 8 مجم 28 اقراص,BLOPRESS PLUS 8 MG/12.5 MG 28 TAB
2513,298.00,سينومارين اطفال بخاخ للانف 100مل,SINOMARIN CHILDREN NASAL SPRAY 100ML	
2515,118.00,فيتو كريم للحروق 32 جم,FITO BURNS CREAM 32 GM
3447,81.00,ميتاش 1مجم/مل 3 امبول,MITASHE 1MG/ML 3 I.V. AMP
2517,39.00,البافيت شراب 60 مل,ELBAVIT SYRUP 60 ML	
3449,4000.00,اوزمبك 0.5 مجم 1 قلم معبأ للحقن,OZEMPIC 0.5 MG 1 PRE-FILLED PEN
2519,8.00,انتوسيد هـ 20 قرص,ENTOCID-H 20 TAB
2520,94.00,ريسباتيو 20 مجم 20 قرص,RESPATIO 20 MG 20 TAB
2521,69.00,ايزابريل 20 مجم 20 قرص,EZAPRIL 20 MG 20 TAB
3453,30.00,فلاش اكت 50جم 9 اكياس,FLASH ACT 50MG 9 SACHETS	
2522,415.00,ا انهالكس 18مكجم كبسولات للاستنشاق 30كبسولة,inhalex 18 mcg 30 inh. cap +INH DEVICE
3454,25.25,كوينوستارماكس 750 مجم 5 اقراص ,QUINOSTARMAX 750 MG 5 TAB
2523,100.00, سيميكريستو 10 مجم 28 قرص ,CEMICRESTO 10 MG 28 TAB
3455,17.00,بوفيدون-ايودين 10% محلول 120 مل,POVIDONE IODINE 10%SOLUTION 120 ML
2524,432.00,بريليك 60 مجم 56 قرص,BRILIQUE 60 MG 56 F.C TAB
3456,44.00,انتيفلام 50 مجم 20 قرص,ANTIFLAM FILM 50 MG 20 TAB
3457,42.00,رويسان 4 مجم 30 قرص,ROYSAN 4 MG 30 TAB
2526,99.00, سليمر سويتنير 100 كيس ,SLIMMER SWEETENER 100 SACHETS	
3458,191.00,الفاكلينداميسين 300مجم/2مل 5 امبول,ALFACLINDAMYCIN 300MG/2ML 5 AMP. I.V./I.M.
2527,18.00,بيرافين 5 مجم 6 أمبول 1 مل,PIRAFENE 5MG/ML 6 S.C./I.M./I.V. AMP
3459,53.00, بلينديل 2.5 مجم 30 قرص,PLENDIL 2.5 MG 30 TAB
2528,28.00,مونوماك 20 مجم 20 قرص,MONOMAK 20MG 20 TAB
3460,29.00,موبيك 7.5مجم 10 اقراص,MOBIC 7.5 MG 10 TAB
2529,58.50,كاردورا 1مجم 21 قرص,CARDURA 1 MG 21 TAB
3461,53.00,ماتيوجاك 60 مجم 3 اقراص,MATUJAC 60 MG 3 TAB
120,122.00,انسولين اتش مكس 100 وحدة فيال,INSULIN H MIX 70/30 - 100 I.U. VIAL
136,417.00,كليكسان 80 مجم / 0.8 مل 2 سرنجة معباة,Clexane 80 mg/0.8ml 2 prefilled syringe
1024,165.00,برايم روز بلاس 30 كبسولة,PRIMROSE PLUS  30 CAP
461,339.00,هيرو بيبى نيوترا ديفنس 2,HERO BABY NUTRADEFENSE PLUS 2 MILK 400 GM
2578,80.00,تروسبامكسين 20 مجم 20 قرص,TROSPAMEXIN 20 MG 20 TAB
2584,23.00,يوريكير 30 جرام كريم,URECARE 10%CREAM 30 GM
1236,113.00,كيورام 642.9 مجم / 5 مل شراب معلق 75 مل,CURAM 642.9MG/5ML ORAL SUSP. 75 ML	
2532,12.50,بيتا-فال كريم 20 جرام,BETAVAL 0.1%CREAM 20 GM
3464,50.00,ستارفيل صابون تفتيح 100 جم,STARVILLE WHITENING SOAP 100 GM
2533,24.00,فياسالمول 100 مكجم بخاخ استنشاق 200 جرعة,VIASALMOL 100 MCG INHALER 200 DOSE
2534,190.00,هيرتونيك 60 كبسولة,HAIRTONIC 60 CAP
2535,45.00,يوثيروكس 50 مكجم 100 قرص,EUTHYROX 50 MCG 100 TAB
3468,132.00, تريباتنس 40 /10 /25 مجم 30 قرص,TRIBATENS 40/10/25 MG 30 TAB
2537,66.00,جي-ساك 30 كبسولة,G-SAC 30 CAP
2538,588.00,ايسليزيبين 800 مجم 20 قرص,ESLIZEPINE 800 MG 20 TAB
3470,105.00,موبينورم مساج سبراى 120 مل,MOBINORM SPRAY 120 ML
2539,155.00,مارفيل كريم للشعر 100 جم,MARVEL HAIR CREAM 100 GM
3472,100.00,اكرين كريم موضعي 60 جم,AKREN TOPICAL CREAM 60 GM
2541,49.00,جينوسيبت 21 قرص,GYNOCEPT 21 TAB
2542,50.00, اميولانت ان شراب 120 مل,IMMULANT N SYRUP 120 ML	
2543,62.75,فوساماكس 70 مجم اقراص,FOSAMAX  70MG 2 TAB
3476,24.00,بتنوفيت محلول لفروة الرأس 30 مل,BETNOVATE 0.1 % 30 ML	
2544,45.00,ميميكسا 10 مجم 30 قرص,MEMEXA 10 MG 30 F.C TABS
3477,39.00,ليفوكتيفان 120 مل شراب,LEVOCTIVAN 0.5 MG / ML SYRUP 120 ML
2545,64.00,نيكسيكيور 20 مجم 20 قرص ,NEXICURE 20 MG 20 TAB
3478,98.00,كليوسين كريم 20 جم,CLEOCIN CREAM 20 GM
2546,50.00,كيتورولين 30 مجم 5 2 مل امبول,KETOROLIN 30 MG/2 ML 5 AMP.
3479,40.00,سافيبليد 500 مجم 20 قرص,SAVIBLEED 500 MG 20 TAB
2548,11.25,فلاجيل 250 مجم 20 قرص,FLAGYL 250 MG 20 TAB
3482,69.00,كليمازيس 40 مجم 14 كبسول,KLEMAZICE 40MG 14 CAP
1401,268.00,ليبيتور 10مجم 28 قرص,LIPITOR 10 MG 28 TAB
632,352.00,بروكورلان 7.5 مجم 28 قرص,PROCORALAN 7.5 MG 28 TAB
2549,221.00,ون الفا 2مكجم/مل نقط بالفم 10 مل,ONE ALPHA 2MCG/ML ORAL DROPS 10 ML	
3483,232.00,سيبرام 20 مجم 28 قرص,CIPRAM 20 MG 28 TAB
3484,39.00,سرفيفلوكس 750 مجم 10 قرص,SERVIFLOX 750 MG 10 TAB
2552,222.00,كو تارج 320/12.5 مجم 14 قرص,CO-TAREG 12.5 MG/320 TAB
3486,20.00,راديان كريم مساج 40 جم,RADIAN MASSAGE CREAM 40 GM
2553,245.00,جروث فورميلا فانيلا للبالغين 400 جرام ,GROWTH FORMULA VANILLA ADULT 400 GM
