sku,price,product_name,product_name_ar
58,36,DEXAMETHASONE-AMRIYA 8 MG/2 ML 3 AMP.,œÌﬂ”«„ÌÀ«“Ê‰-«·⁄«„—Ì… 8 „Ã„ / 2 „· 3 «„»Ê·
59,122,INSULINAGYPT 70/30 100 I.U./ML VIAL 10 ML,«‰”Ê·Ì‰«ÃÌ»  70/30 ›Ì«· 10 „·
65,83,BIVATRACIN SPRAY 150 ML,»Ì›« —«”Ì‰ ”»—«Ï 150Ã„
66,190,DAFLON 500 MG 30 TAB,œ«›·Ê‰ 500 „Ã„ 30 ﬁ—’
70,175,VASTAREL MR 35 MG 30 TAB,›«” «—Ì· «„ «— 35 „Ã„ 30 ﬁ—’
72,93,ANTODINE 40 MG 30 TAB,«‰ ÊœÌ‰ 40 „Ã„ 30 ﬁ—’
74,320,SYSTANE ULTRA EYE DROP 10 ML,”Ì” «‰ «· —« ﬁÿ—… ⁄Ì‰ 10 „·
75,63,LIVABION I.M. AMP. 6 * 2 ML,·Ì›«»ÌÊ‰ 2 „··Ï 6 «„»Ê·
1006,52,PROXIMOL COMPOUND GRANULES 60 GM,»—Êﬂ”Ì„Ê· „—ﬂ» ›Ê«— 60 Ã„
1008,275,DOXIUM 500 MG 30 CAP,œÊﬂ”ÌÊ„ 500 „Ã„ 30 ﬂ»”Ê·
78,196,EPOETIN -SEDICO 4000 I.U./ML VIAL.,«Ì»Ê Ì‰ - ”ÌœÌﬂÊ 4000 ÊÕœ… œÊ·Ì… ›Ì«·
81,550,TRESIBA FLEXTOUCH 100 I.U./ ML PRE-FILLED PEN, —Ì”Ì»« ›·Ìﬂ”  « ‘ 100 ÊÕœ… œÊ·Ì… ﬁ·„ Ã«Â“
1014,90,KAPRON 500 MG/5 ML I.V 6 AMP.,ﬂ«»—Ê‰ 500 „Ã„ / 5 „· 6 «„»Ê·
S13806,60,Essie Nail Polish 610,≈Ì”Ì ÿ·«¡ √Ÿ«›— 610
1016,32,LORNOXICAM 8 MG/ 2 ML I.M./I.V. VIAL,·Ê—‰Êﬂ”Ìﬂ«„ 8„Ã„/2„· ›Ì«· ⁄÷· √Ê Ê—Ìœ
87,153,DOROFEN 30 CAP,œÊ—Ê›Ì‰ 30 ﬂ»”Ê·…
1018,19,SPASMOREST 20 MG 20 TAB,”»«“„Ê—”  20 „Ã„ 20 ﬁ—’
94,24,FAWAR FRUIT 6 SACHET,›Ê«— ›—Ê  6 ﬂÌ”
1024,165,PRIMROSE PLUS 30 CAP,»—«Ì„ —Ê“ »·” 30 ﬂ»”Ê·
1028,38,NORGESIC 20 TAB,‰Ê—ÃÌ”Ìﬂ 20 ﬁ—’
99,178,MEGAMOX 1 G 14 TAB,„ÌÃ«„Êﬂ” 1 Ã„ 14 ﬁ—’
1029,80,L-CARNITINE 1 GM/5 ML I.V. 5 AMP.,«·-ﬂ«—‰Ì Ì‰ 1 Ã—«„ 5 «„»Ê·…
101,31,OPLEX-N SYRUP 125 ML,«Ê»·ﬂ”- «‰ ‘—«» 125 „·
108,130,CLAVIMOX 1 G 12 TAB,ﬂ·«›Ì„Êﬂ” 1 Ã„ 12 ﬁ—’
110,300,BEBELAC 1 MILK 400 GM,»Ì»Ì·«ﬂ 1 ·»‰ 400 Ã„
114,150,OSTEOCARE 30 TAB,«Ê” ÌÊﬂÌ— 30 ﬁ—’
1049,34,XILONE 5 MG/5ML SYRUP 100 ML,“Ì·Ê‰ 5„Ã„/5„· ‘—«» 100 „·
122,150,MILGA ADVANCE 30 TAB,„Ì·Ã« «œ›«‰” 30 ﬁ—’
123,51,VOLTAREN 75 MG/3 ML I.M./I.V. 3 AMP.,›Ê· «—Ì‰ 75 „Ã„/3„· 3 «„»Ê·«  ··Õﬁ‰ «·⁄÷·Ì «Ê «· ”—Ì» «·Ê—ÌœÌ
124,21.5,KENACOMB CREAM 15 GM,ﬂÌ‰«ﬂÊ„» ﬂ—Ì„ 15 Ã„
1056,300,NAN 2 MILK 400 GM,‰«‰ 2 ·»‰ 400 Ã„
125,752,PULMICORT 0.5 MG/ ML 20 NEBULIZER VIAL,»«·„ÌﬂÊ—  0.5 „Ã„/ „· 20 «„»Ê· ··«” ‰‘«ﬁ
1057,65.5,WINCEF 1 GM I.M / I.V VIAL,ÊÌ‰”Ì› 1 Ã„ ›Ì«· ⁄÷· √Ê Ê—Ìœ 5 „·
126,75,GLUCOPHAGE XR 1000 MG 30 TAB,Ã·ÊﬂÊ›«Ã «ﬂ” ¬— 1000 „Ã„ 30 ﬁ—’
128,71,FLUMOX 500 MG 16 CAP,›·Ê„Êﬂ” 500 „Ã„ 16 ﬂ»”Ê·
1063,17.5,GAST-REG 24 MG/5 ML SUSP. 125 ML,Ã«”  —ÌÃ 24„Ã„/5„· ‘—«» „⁄·ﬁ 125 „·
133,90,SOLUPRED 20 MG 20 ORO-DISPERSIBLE TAB,”Ê·Ê»—Ìœ «Ê—Ê 20 „Ã„ 20 ﬁ—’ ﬁ«»· ··–Ê»«‰ »«·›„
134,44,BRUFEN 100 MG/5ML SYRUP 150 ML,»—Ê›Ì‰ 100„Ã„/5„· ‘—«» 150 „·
137,57,MAXILASE SYRUP 100 ML,„«ﬂ”Ì·«“ ‘—«» 100 „·
140,60,CONCOR COR 2.50 MG 30 TAB,ﬂÊ‰ﬂÊ— ﬂÊ— 2.5 „Ã„ 30 ﬁ—’
1073,60,PRIMPERAN 10 MG/2 ML 12 AMP.,»—Ì„»—«‰ 10 „Ã„ / 2 „· 12 «„»Ê·
1077,224,ARCOXIA 60 MG 14 TAB,«—ﬂÊﬂ”Ì« 60 „Ã„ 14 ﬁ—’
147,99,FERROTRON 30 CAP,›Ì—Ê —Ê‰ 30 ﬂ»”Ê·
148,72,ROWATINEX 45 CAP,—Ê« Ì‰ﬂ” 45 ﬂ»”Ê·…
1080,255,BUDELIZER 400 MCG 60 INHALE CAP,»ÊœÌ·«Ì“— 400 „ﬂÃ„ 60 ﬂ»”Ê·… «” ‰‘«ﬁ
151,35,C-RETARD 500 MG 10 CAP,”Ì —Ì «—œ 500 „Ã„ 10 ﬂ»”Ê·
152,60,KETOLAC 30 MG/2 ML 5 AMP.,ﬂÌ Ê·«ﬂ 30 „Ã„ / 2 „· 5 «„»Ê·
153,44,RAMETAX 1 GM I.V/I.M VIAL,—«„Ì «ﬂ” 1 Ã„ ›Ì«·
155,31,URIVIN 10 SACHETS,ÌÊ—Ì›Ì‰ ›Ê«— 10 ﬂÌ”
157,240,ORLY 120 MG 30 CAP,«Ê—·Ì 120 „Ã„ 30 ﬂ»”Ê·
1088,122.5,AZARGA EYE DROP 5 ML,«“«—Ã« ﬁÿ—… ⁄Ì‰ 5 „·
158,70,ACETYLCISTEIN 600 MG 10 SACHET,«” Ì· ”” «ÌÌ‰ 600 „Ã„ ›Ê«— 10 ﬂÌ”
159,58,REPARIL- N GEL 40 GM,—Ì»«—Ì· «‰ ÃÌ· 40 Ã„
160,69,BRONCHICUM ELIXIR 100 ML,»—Ê‰‘Ìﬂ„ «·Ìﬂ”— ‘—«» 100 „·
161,71,ZISROCIN 500 MG 3 CAP,“ÌÀ—Ê”Ì‰ 500 „Ã„ 3 ﬂ»”Ê·…
162,100,ZYRTEC 10 MG 20 TAB,“Ì— Ìﬂ 10 „Ã„ 20 ﬁ—’
164,24,OTRIVIN ADULT NASAL DROPS 15 ML,«Ê —Ì›Ì‰ 0.1 % ‰ﬁÿ «‰› ··ﬂ»«— 15 „·
1095,56,FUCIDIN 2% OINTMENT 15 GM,›ÌÊ”ÌœÌ‰ 2 % „—Â„ 15 Ã„
165,84,GAST-REG 200 MG 30 TAB,Ã«” -—ÌÃ 200 „Ã„ 30 ﬁ—’
166,76,PANADOL COLD&FLU DAY 24 TAB,»«‰«œÊ· ﬂÊ·œ ¬‰œ ›·Ê œ«Ì 24 ﬁ—’
167,231,AVEROZOLID 600 MG 10 TAB,«›Ì—Ê“Ê·Ìœ 600 „Ã„ 10 ﬁ—’
1098,35,MEGAFEN-N 100 MG/5 ML SUSP. 120 ML,„ÌÃ«›Ì‰ «‰ ‘—«» „⁄·ﬁ 120 „·
169,34,ALL-VENT SYRUP 125 ML,«Ê·›‰  ‘—«» 125 „··
170,63,XITHRONE 500 MG 3 TAB,“ÌÀ—Ê‰ 500 „Ã„ 3 «ﬁ—«’
172,50,COLD FREE 20 TAB,ﬂÊ·œ ›—Ì 20 ﬁ—’
173,46,TRIACTIN TABS 4 MG 20, —«Ì«ﬂ Ì‰ 20 ﬁ—’
1104,23,MOOV CREAM 40 GM,„Ê› ﬂ—Ì„ „”«Ã 40 Ã„
1105,89,PROZAC 20 MG 14 CAP,»—Ê“«ﬂ 20 „Ã„ 14 ﬂ»”Ê·…
175,69,COLONA 30 TAB,ﬂÊ·Ê‰« 30 ﬁ—’
179,91.5,SILDAVA 100 MG 12 TAB,”Ì·œ«›« 100 „Ã„ 12 ﬁ—’
1110,42,DICYNONE 250 MG/2 ML 3 AMP.,œ«Ì”Ì‰Ê‰ 250 „Ã„ / 2 „· 3 «„»Ê·
1111,65,FEROGLOBIN SYRUP 120 ML,›Ì—ÊÃ·Ê»Ì‰ ‘—«» 120 „·
181,144,DEPAKINE CHRONO LA 500 MG 30 TAB,œÌ»«ﬂÌ‰ ﬂ—Ê‰Ê 500 „Ã„ 30 ﬁ—’
1114,61,VIRUSTAT 200 MG/5 ML SUSP. 120 ML,›Ì—Ê” «  200 „Ã„ / 5 „· ‘—«» „⁄·ﬁ 120 „·
184,48,DOLIPRANE 1000 MG 15 TAB,œÊ·Ì»—«‰ 1000 „Ã„ 15 ﬁ—’
1117,96,E MOXCLAV 1 G 10 TAB,«Ì„Êﬂ”ﬂ·«› 1 Ã„ 10 ﬁ—’
187,160,PHARA FERRO 27 20 TAB,›—«›Ì—Ê 27 20 ﬂ»”Ê·
190,27,UNICTAM 750 MG I.M/I.V. VIAL,ÌÊ‰Ìﬂ «„ 750 „Ã„ ›Ì«·
1122,850,SCARO GEL 50 GM,”ﬂ«—Ê ÃÌ· 50 Ã„
192,52,TOBRADEX EYE DROPS 5 ML, Ê»—«œÌﬂ” ﬁÿ—… ⁄Ì‰ 5 „·
1124,543,MINIRIN MELT 120 MCG 30 SUBLINGUAL TAB.,„Ì‰Ì—Ì‰ „Ì·  120 „ﬂÃ„ 30 ﬁ—’  Õ  «··”«‰
194,34,UROSOLVINE 12 SACHETS,ÌÊ—Ê”Ê·›Ì‰ Õ»Ì»«  ›Ê«—… 12 ﬂÌ”
1126,84,FLEXILAX 30 TAB,›·Ìﬂ”Ì·«ﬂ” 50-500 „Ã„ 30 ﬁ—’
196,372,PRONTOGEST 400 MG 30 VAGINAL PESSARIES,»—Ê‰ ÊÃÌ”  400 „Ã„ 30 ﬁ„⁄
202,126,GAPTIN 300 MG 30 CAP,Ã«» ‰ 300 „Ã„ 30 ﬂ»”Ê·…
S13807,60,Essie Nail Polish 624,≈Ì”Ì ÿ·«¡ √Ÿ«›— 624
204,542,ARIMIDEX 1 MG 28 TAB,«—Ì„Ìœﬂ” 1 „Ã„ 28 ﬁ—’
205,1222,ZOLADEX 3.6 MG PREF.SYRINGE,“Ê·«œﬂ” 3.6 „Ã„ ”—‰Ã… „⁄»√… ··Õﬁ‰
206,162,ERASTAPEX TRIO 10/40/25 MG 30 TAB,«Ì—«” «»ﬂ”  —ÌÊ 10/40/25 „Ã„ 30 ﬁ—’
207,109,MEBO 0.25% OINT. 15 GM,„Ì»Ê 0.25 % „—Â„ 15 Ã„
208,102,VOLTAREN 75 MG/3 ML I.M./I.V. 6 AMP.,›Ê· «—Ì‰ 75„Ã„ / 3 „· 6 «„»Ê· Õﬁ‰
1139,102,AMAGLUST 30MG/4 MG 30 TAB,«„«Ã·Ê”  4/30 „Ã„ 30 ﬁ—’
209,82.5,DANSET 4 MG/2 ML 3 AMP.,œ«‰”  4 „Ã„ / 2 „· 3 «„»Ê·
212,84,IVERZINE 6 MG 24 TAB,«Ì›—“Ì‰ 6 „Ã„ 24 ﬁ—’
1144,72,GAST-REG 100 MG 30 TAB,Ã«” -—ÌÃ 100 „Ã„ 30 ﬁ—’
214,350,INFLUVAC TETRA 1 PREF.SYRINGE SUSP. FOR I.M. S.C. INJ 0.5ML.,«‰›·Ê›«ﬂ „’· «‰›·Ê‰“« ”—‰Ã… Ã«Â“…
215,29,OXYPROGEST 150 MG/ML I.M. VIAL,«Êﬂ”Ï »—ÊÃ”  150„Ã„/„· ›Ì«·
216,182,CURAM 1 G 12 TAB,ﬂÌÊ—«„ 1 Ã„ 12 ﬁ—’
217,52,ANTINAL 200 MG 24 CAP,«‰ Ì‰«· 200 „Ã„ 24 ﬂ»”Ê·…
218,141,RIVO 320 MG 200 TAB,—Ì›Ê 320 „Ã„ 200 ﬁ—’
221,637,NOVOMIX 30 100 I.U./ ML 5 FLEXPEN,‰Ê›Ê„ﬂ” 30 -5 ﬁ·„
222,126,ANTOPRAL 40 MG 14 TAB,«‰ Ê»—«· 40 „Ã„ 14 ﬁ—’
224,392,CIPRALEX 10 MG 28 TAB,”Ì»—«·Ìﬂ” 10 „Ã„ 28 ﬁ—’
225,67,PARACETAMOL-PHARCO B 1% I.V. INFUSION 100 ML,»«—«”Ì «„Ê·-›«—ﬂÊ »Ì 1 Ã„ ›Ì«· Ê—Ìœ 100 „·
226,1174,XARELTO 20 MG 28 TAB,“«—Ì· Ê 20 „Ã„ 28 ﬁ—’
227,34,EZAPRIL-CO 20 TAB,«Ì“«»—Ì· ﬂÊ 20/12.5 „Ã„ 20 ﬁ—’
229,23,FLAGYL 500 MG 20 TAB,›·«ÃÌ· 500 „Ã„ 20 ﬁ—’
230,37,BI PROFENID S.R 150 MG 20 TAB,»«Ì »—Ê›Ì‰Ìœ 150 „Ã„ 20 ﬁ—’
233,142,CAL HEPARINE 5000 I.U. 3 AMP,ﬂ«·-ÂÌ»«—Ì‰ 5000 ÊÕœ… œÊ·Ì… 3 «„»Ê·
234,252,STARKOPREX 5 MG 30 TAB,” «—ﬂÊ»—Ìﬂ” 5 „Ã„ 30 ﬁ—’
235,100,MOTILIUM 10 MG 40 TAB,„Ê Ì·ÌÊ„ 10 „Ã„ 40 ﬁ—’
236,148,CIPRODIAZOLE 20 TAB,”Ì»—ÊœÌ«“Ê· 500/500„Ã„ 20 ﬁ—’
237,50,TELFAST 30 MG/5 ML SUSP. 100 ML, ·›«”  30„Ã„/5„· ‘—«» „⁄·ﬁ 100 „·
238,20,KETOFAN 50 MG 20 CAP,ﬂÌ Ê›«‰ 50 „Ã„ 20 ﬂ»”Ê·
1170,15,VIOTIC EAR DROPS 10 ML,›ÌÊ ﬂ ‰ﬁÿ «–‰ 10 „·
243,81,BI-KETOGESIC 150 MG 30 TAB,»«Ì-ﬂÌ ÊÃÌ”Ìﬂ 150 „Ã„ 30 ﬁ—’
244,205,YASMIN 21 TAB,Ì«”„Ì‰ 0.03/3„Ã„ 21 ﬁ—’
245,44,NEVILOB 5 MG 14 TAB,‰Ì›Ì·Ê» 5 „Ã„ 14 ﬁ—’
246,60,NAPIZOLE 40 MG / ML I.V. VIAL,‰«»Ì“Ê· 40 „Ã„ ›Ì«·
247,116,PROTOFIX 40 MG 14 TAB,»—Ê Ê›Ìﬂ” 40 „Ã„ 14 ﬁ—’
1,30000,HERCEPTIN V.SC 600 MG 1 5 ML,HERCEPTIN V.SC 600 MG 1 5 ML
2,311,CLEXANE 40 MG/0.4 ML 2 PREFILLED SYRINGE,ﬂ·Ìﬂ”«‰ 40„Ã„/0.4„· 2 ”—‰Ã… ··Õﬁ‰  Õ  «·Ã·œ
4,108,MILGA 40 TAB,„Ì·Ã« 40 ﬁ—’
5,311,PLAVIX 75 MG 28 TAB,»·«›Ìﬂ” 75 „Ã„ 28 ﬁ—’
6,3416,TIVICAY FILM C.TABS 50 MG 30, Ì›Ì”Ï 50„Ã„ 30 ﬁ—’
9,147,VILDAGLUSE PLUS 50/1000 MG 30 TAB,›Ì·œ«Ã·Ê“ »·” 50 / 1000 „Ã„ 30 ﬁ—’
12,15807,GILENYA CAPS .50 MG 28,Ã·Ì‰Ì« 0.5 „Ã„ 2*14
14,96,ZURCAL 40 MG 14 TAB,“Ê—ﬂ«· 40 „Ã„ 14 ﬁ—’
17,7000,JADENU FILM C.TABS 360 MG 30,Ã«œÌ‰Ê 360 „Ã„ 30 ﬁ—’
S13885,120,Dove Original Deodrant 40G,œÊ› «Ê—ÌÃÌ‰«· „“Ì· ⁄—ﬁ 40 Ã„
1179,30,DELTARHINO NASAL SPRAY 15 ML,œ· «—Ì‰Ê »Œ«Œ »«·√‰› 15 „·
248,75,KEROVIT 15 CAP,ﬂÌ—Ê›Ì  15 ﬂ»”Ê·…
249,31,CETAL 250 MG SUSP. 60 ML,”Ì «· 250„Ã„/5„· ‘—«» „⁄·ﬁ 60 „·
250,84,EUCARBON 30 TAB,«Êﬂ«—»Ê‰ 30 ﬁ—’
1182,39,OLFEN 75 MG/2 ML 6 AMP.,«Ê·›Ì‰ 75 „Ã„ / 2 „· 6 «„»Ê·
251,132,CALCITRON 30 CAP,ﬂ«·”Ì —Ê‰ 30 ﬂ»”Ê·
253,66,NEUROTON I.M. 6 AMP.,‰ÌÊ—Ê Ê‰ 6 «„»Ê· 2 „·
254,474,CIALIS 20 MG 4 TAB,”Ì«·” 20 „Ã„ 4 ﬁ—’
257,142.5,DANSET 8 MG/4 ML 3 AMP.,œ«‰”  8 „Ã„ / 4 „· 3 «„»Ê·
258,77,DIFLUCAN 150 MG 1 CAP,œÌ›·Êﬂ«‰ 150 „Ã„ 1 ﬂ»”Ê·
260,90,TAVACIN 500 MG 5 TAB, «›«”Ì‰ 500 „Ã„ 5 ﬁ—’
262,246,PROCORALAN 5 MG 28 TAB,»—ÊﬂÊ—·«‰ 5 „Ã„ 28 ﬁ—’
1195,67.5,TRIOCEPT 21 TAB, —«ÌÊ”Ì»  21 ﬁ—’
1197,85,SULFAX PLUS MASSAGE GEL 60 GM,”Ê·›«ﬂ” »·” „”«Ã ÃÌ· 60 Ã„
1202,13,OTAL EAR DROPS 5 ML,«Ê «· ﬁÿ—… √–‰ 5 „·
1209,24,SODIUM CHLORIDE- ALMOTTAHEDOON 0.9%INFUSION 500 ML,’ÊœÌÊ„ ﬂ·Ê—Ìœ -«·„ ÕœÊ‰ 0.9 % „Õ·Ê· Ê—Ìœ 500 „·
278,90,GANATON 50 MG 30 TAB,Ã«‰« Ê‰ 50 „Ã„ 30 ﬁ—’
279,75,ANAFRONIL  SR 75 MG 20 TAB,«‰«›—Ê‰Ì· 75 „Ã„ «” «— 20 ﬁ—’
281,92,HIBIOTIC N 600 MG SUSP. 80 ML,Â«Ì »ÌÊ ﬂ «‰ 600„Ã„/5„· ‘—«» „⁄·ﬁ 80 „·
1215,52,ADOL EXTR 24 CAP,«œÊ· «ﬂ” —« 24 ﬁ—’
1221,35,CARBAMIDE CREAM 30 GM,ﬂ«—»«„Ìœ „„›Ì” 10% ﬂ—Ì„ 30 Ã„
1226,30,PROPAMETHONE CREAM. 20 GM,»—Ê»«„ÌÀÊ‰ ﬂ—Ì„ 20 Ã„
1231,54,OPTIPRED 10 MG / ML EYE DROP 5 ML,«Ê» Ì»—œ ﬁÿ—… ⁄Ì‰ 5 „·
1232,45.5,FLUCA EYE DROPS 5 ML,›·Êﬂ« ﬁÿ—… ⁄Ì‰ 5 „·
300,16,ADOL 500 MG 24 CAP,«œÊ· 500 „Ã„ 24 ﬁ—’
1235,67.5,ONE-ALPHA 0.5 MCG 30 CAP,Ê«‰ «·›« 0.5 „Ã„ 30 ﬂ»”Ê·
303,55,BETADINE ANTISEPTIC 10%SOLUTION 60 ML,»Ì «œÌ‰ 10% „Õ·Ê· „ÿÂ— 60 „· „Ê‰œÏ
1238,75,PERLOC TABS 40 MG 14,»Ì—·Êﬂ 40 „Ã„ 14 ﬁ—’
306,282,OMNIC OCAS 0.4 MG 30 TAB,«Ê„‰Ìﬂ «Êﬂ«” 0.4 „Ã„ 30 ﬁ—’ „„ œ «·„›⁄Ê·
308,54,VITACID C 1 G 12 EFF. TAB,›Ì «”Ìœ ”Ì 1 Ã„ ›Ê«— 12 ﬁ—’
309,135,METHYLTECHNO 1000 MCG 30 O.D.F,„ÌÀ«Ì· ﬂ‰Ê 1000„ﬂÃ„ 30 ›Ì·„ ”—Ì⁄ «·–Ê»«‰
1242,27,DERMOVATE 0.05% OINTMENT 25 GM,œÌ—„Ê›Ì  0.05 % „—Â„ 25 Ã„
311,38.5,KENACOMB CREAM  30 GM,ﬂÌ‰«ﬂÊ„» ﬂ—Ì„ 30 Ã„
1244,18,EPIMAG EFF. 12 SACHETS,«»Ì„«Ã ›Ê«— 5 Ã„ 12 ﬂÌ”
1245,210,CONCOR AMLO 5MG/5 MG 30 TAB,ﬂÊ‰ﬂÊ— «„·Ê 5/5 „Ã„ 30 ﬁ—’
1246,25,ULTRASOLV SYRUP 120 ML,«· —«”Ê·› ‘—«» 120 „·
1250,140,NIDO +1 MILK 288 GM,‰ÌœÊ-1 »·” ·»‰ 288 Ã„
319,79,ATOR 20 MG 10 TAB,« Ê— 20 „Ã„ 10 ﬁ—’
323,83,CATAFLAM 75 MG/3 ML 6 AMP.,ﬂ «›·«„ 75 „Ã„ / 3 „· 6 «„»Ê·
326,48,B-COM I.M./I.V. 6 AMP.,»Ï-ﬂÊ„ 6 «„»Ê· 2 „·
1260,102,CORDARONE 200 MG 30 TAB,ﬂÊ—œ«—Ê‰ 200 „Ã„ 30 ﬁ—’
329,196,INS ACTRAPID CARTIG. 100 IU /ML 5 3 M,«ﬂ —«»Ìœ »Ì‰›Ì· 100 ÊÕœÂ 5 Œ—ÿÊ‘
1263,31,TANTUM VERDE .15%MOUTH WASH 125 ML, «‰ „ «Œ÷— 0.15 % „÷„÷… 125 „·
1265,115,FROST SPRAY 100 ML,›—Ê”  ”»—«Ï 100 „·
337,78,ERASTAPEX PLUS 20 MG/12.5 30 TAB,«Ì—«” «»ﬂ” »·” 20/12.5 „Ã„ 30 ﬁ—’
338,39,AVIL 45.5 MG/2 ML I.M. 6 AMP.,«›Ì· 45.5 „Ã„/2„· 6 «„»Ê· ⁄÷·
1270,30,GYNOZOL 400 MG 3 VAGINAL OVULES,ÃÌ‰Ê“Ê· 400 „Ã„ 3 «ﬁ„«⁄ „Â»·Ì…
340,564,PULMICORT 0.25 MG/ ML 20 NEBULIZER VIAL,»«·„ÌﬂÊ—  0.25 „Ã„/ „· 20 «„»Ê· ··«” ‰‘«ﬁ
18,367,CLEXANE 60 MG/0.6 ML 2 PREFILLED SYRINGE,ﬂ·Ìﬂ”«‰ 60„Ã„/0.6„· 2 ”—‰Ã… ··Õﬁ‰  Õ  «·Ã·œ
20,150,CONVENTIN 400 MG 30 CAP,ﬂÊ‰›‰ Ì‰ 400 „Ã„ 30 ﬂ»”Ê·
22,85,DEPOVIT B12 1000 MCG/ML I.M 5 AMP.,œÌ»Ê›Ì  »Ì12 - 1000 „ﬂÃ„ / „· 5 «„»Ê·
23,112856,OCREVUS VIAL INFUS 300 MG 1 10 M,«Êﬂ—Ì›Ê” ›Ì«· 10 „· 300 „Ã„ À·«Ã… —Ê‘
24,21300,CEREZYME VIAL DRY IV 400 IU 1 10,”Ì—Ì“«Ì„ 400 ÊÕœ… ›Ì«·
25,72,CONCOR 5 MG 30 TAB,ﬂÊ‰ﬂÊ— 5 „Ã„  30 ﬁ—’
26,144,EREC 100 MG 12 TAB,«—Ìﬂ 100 „Ã„ 12 ﬁ—’
27,50.25,DIAMICRON SCORED TABS 60 MG 30,œÌ«„Ìﬂ—Ê‰ 60 „Ã„ 30 «ﬁ—«’
29,1,36,28
31,190,SOMATROPIN VIAL 4 IU 1 (OLD),”Ê„« —Ê»Ì‰ ›Ì«· 4 ÊÕœ… œÊ·Ì… À·«Ã…
32,1244,LANTUS SOLOSTAR 100 I.U./ ML 5 PENS,·«‰ Ê” ”Ê·Ê” «— 100 ÊÕœ… œÊ·Ì… / „· 5 ﬁ·„
38,90,IMMUNO-MASH 30 TAB,«„ÌÊ‰Ê-„«‘ 30 ﬁ—’
39,251,MIRAGE 1 GM I.V. VIAL,„Ì—«Ã 1 Ã„ ›Ì«· Ê—Ìœ
40,39,XORAXON 1 GM I.M VIAL,“Ê—«ﬂ”Ê‰ 1 Ã„ ›Ì«· ⁄÷·
42,1,33,36
43,175,CRESTOR 20 MG 14 TAB,ﬂ—Ì” Ê— 20 „Ã„ 14 ﬁ—’
44,31,PANADOL TABS ADVANCE 500 MG 24,»«‰«œÊ· «œ›«‰” 500 „Ã„ 24 ﬁ—’
47,72,CONCOR 5 PLUS 5 MG 30 TAB,ﬂÊ‰ﬂÊ— »·” 5/12.5„Ã„ 30 ﬁ—’
